ilan_no;baslik;fiyat;konut_tipi;oda_sayisi;m2;bulundugu_kat;bina_yasi;isinma_tipi;tapu_durumu;banyo_sayisi;kat_sayisi;krediye_uygun;esya_durumu;firma_adi;ilan_tarihi;konum;url
152587-78;Satılık Daire - Ankara / Çankaya / Umut Mah.;4200000;Satılık Daire;2 +                          1;70;Kot 1;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;2;Evet;Boş;Restore Zen Gayrimenkul;12.02.2026;Ankara / Çankaya / Umut Mah.;https://www.hepsiemlak.com/ankara-cankaya-umut-satilik/daire/152587-78
112578-288;Satılık Daire - Ankara / Çankaya / Tınaztepe Mah.;4300000;Satılık Daire;2 +                          1;120;Giriş Katı;30;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;06 Aşkale Emlak İnşaat;14.02.2026;Ankara / Çankaya / Tınaztepe Mah.;https://www.hepsiemlak.com/ankara-cankaya-tinaztepe-satilik/daire/112578-288
128676-352;Satılık Daire - Ankara / Yenimahalle / Susuz Mah.;12750000;Satılık Daire;4 +                          1;185;11. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;16;Evet;Boş;06 İlim Emlak;8.02.2026;Ankara / Yenimahalle / Susuz Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-susuz-satilik/daire/128676-352
128676-351;Satılık Daire - Ankara / Yenimahalle / Susuz Mah.;9850000;Satılık Daire;4 +                          1;185;Zemin;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;16;Evet;Boş;06 İlim Emlak;12.02.2026;Ankara / Yenimahalle / Susuz Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-susuz-satilik/daire/128676-351
15736-3115;Satılık Daire - Ankara / Çankaya / Birlik Mah.;11000000;Satılık Daire;4 +                          1;205;1. Kat;21;Kombi (Doğalgaz);Kat Mülkiyeti;1;2;Evet;Boş;Dinamik Ulusoy Emlak;11.02.2026;Ankara / Çankaya / Birlik Mah.;https://www.hepsiemlak.com/ankara-cankaya-birlik-satilik/daire/15736-3115
25118-251;Satılık Daire - Ankara / Çankaya / Gaziosmanpaşa Mah.;5700000;Satılık Daire;2 +                          1;85;Yüksek Giriş;30;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Emg Estate Agent;13.02.2026;Ankara / Çankaya / Gaziosmanpaşa Mah.;https://www.hepsiemlak.com/ankara-cankaya-gaziosmanpasa-satilik/daire/25118-251
55822-4076;Satılık Daire - Ankara / Keçiören / Uyanış Mah.;4300000;Satılık Daire;3 +                          1;125;2. Kat;13;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Beyazçatı Gayrimenkul;7.02.2026;Ankara / Keçiören / Uyanış Mah.;https://www.hepsiemlak.com/ankara-kecioren-uyanis-satilik/daire/55822-4076
55822-4257;Satılık Daire - Ankara / Keçiören / Uyanış Mah.;5750000;Satılık Daire;4 +                          1;150;3. Kat;13;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Beyazçatı Gayrimenkul;10.02.2026;Ankara / Keçiören / Uyanış Mah.;https://www.hepsiemlak.com/ankara-kecioren-uyanis-satilik/daire/55822-4257
159524-282;Satılık Daire - Ankara / Gölbaşı / Taşpınar Mah.;3290000;Satılık Daire;Stüdyo;40;1. Kat;1;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Remax Nest;12.02.2026;Ankara / Gölbaşı / Taşpınar Mah.;https://www.hepsiemlak.com/ankara-golbasi-taspinar-satilik/daire/159524-282
4380-12297;Satılık Daire - Ankara / Çankaya / İlker Mah.;11900000;Satılık Daire;3 +                          1;123;21 ve üzeri;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;30;Evet;Boş;Polat Emlak;15.02.2026;Ankara / Çankaya / İlker Mah.;https://www.hepsiemlak.com/ankara-cankaya-ilker-satilik/daire/4380-12297
4380-12339;Satılık Daire - Ankara / Çankaya / Harbiye Mah.;5450000;Satılık Daire;2 +                          1;80;Yüksek Giriş;26;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Polat Emlak;7.02.2026;Ankara / Çankaya / Harbiye Mah.;https://www.hepsiemlak.com/ankara-cankaya-harbiye-satilik/daire/4380-12339
4380-12303;Satılık Daire - Ankara / Çankaya / Huzur Mah.;9650000;Satılık Daire;3 +                          1;145;7. Kat;20;Kombi (Doğalgaz);Kat Mülkiyeti;1;8;Evet;Boş;Polat Emlak;14.02.2026;Ankara / Çankaya / Huzur Mah.;https://www.hepsiemlak.com/ankara-cankaya-huzur-satilik/daire/4380-12303
138285-117;Satılık Daire - Ankara / Sincan / Mareşal Çakmak Mah.;3250000;Satılık Daire;3 +                          1;130;1. Kat;26;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Mb Emlak;12.02.2026;Ankara / Sincan / Mareşal Çakmak Mah.;https://www.hepsiemlak.com/ankara-sincan-maresal-cakmak-satilik/daire/138285-117
3584-29214;Satılık Daire - Ankara / Çankaya / Bahçelievler Mah.;7500000;Satılık Daire;2 +                          1;90;Bahçe Katı;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Anadolu Emlak;12.02.2026;Ankara / Çankaya / Bahçelievler Mah.;https://www.hepsiemlak.com/ankara-cankaya-bahcelievler-satilik/daire/3584-29214
165500-41;Satılık Daire - Ankara / Sincan / Atatürk Mah.;3099000;Satılık Daire;3 +                          1;120;1. Kat;25;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Köksal Grup Emlak;11.02.2026;Ankara / Sincan / Atatürk Mah.;https://www.hepsiemlak.com/ankara-sincan-ataturk-satilik/daire/165500-41
692685-1963;Satılık Daire - Ankara / Akyurt / Balıkhisar Mah.;2130000;Satılık Daire;1 +                          1;48;9. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;13;Evet;Boş;Aldex Gayrimenkul;11.02.2026;Ankara / Akyurt / Balıkhisar Mah.;https://www.hepsiemlak.com/ankara-akyurt-balikhisar-satilik/daire/692685-1963
159266-38;Satılık Daire - Ankara / Yenimahalle / Yeni Batı Mah.;5450000;Satılık Daire;1 +                          1;60;7. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;13;Evet;Boş;Coldwell Banker Ultra Gayrimenkul;13.02.2026;Ankara / Yenimahalle / Yeni Batı Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-yeni-bati-satilik/daire/159266-38
13848-4792;Satılık Daire - Ankara / Sincan / Saraycık Mah.;4150000;Satılık Daire;2 +                          1;97;1. Kat;5;Kombi (Doğalgaz);Kat Mülkiyeti;1;7;Evet;Boş;Epa Cengiz Eren Emlak Ofisi;11.02.2026;Ankara / Sincan / Saraycık Mah.;https://www.hepsiemlak.com/ankara-sincan-saraycik-satilik/daire/13848-4792
163295-31;Satılık Daire - Ankara / Sincan / Menderes Mah.;3549000;Satılık Daire;2 +                          0;90;Yüksek Giriş;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Ok İnşaat Gayrimenkul;11.02.2026;Ankara / Sincan / Menderes Mah.;https://www.hepsiemlak.com/ankara-sincan-menderes-satilik/daire/163295-31
141244-564;Satılık Daire - Ankara / Yenimahalle / Yeniçağ Mah.;6150000;Satılık Daire;2 +                          1;105;2. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Eroklar Gayrimenkul;11.02.2026;Ankara / Yenimahalle / Yeniçağ Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-yenicag-satilik/daire/141244-564
165648-58;Satılık Daire - Ankara / Sincan / Pınarbaşı Mah.;2878000;Satılık Daire;3 +                          1;115;1. Kat;21;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Bk Gayrimenkul;13.02.2026;Ankara / Sincan / Pınarbaşı Mah.;https://www.hepsiemlak.com/ankara-sincan-pinarbasi-satilik/daire/165648-58
86972-2680;Satılık Daire - Ankara / Etimesgut / Bağlıca Mah.;11500000;Satılık Daire;4 +                          1;215;3. Kat;11;Kombi (Doğalgaz);Kat Mülkiyeti;1;6;Evet;Boş;Extra Zirve;11.02.2026;Ankara / Etimesgut / Bağlıca Mah.;https://www.hepsiemlak.com/ankara-etimesgut-baglica-satilik/daire/86972-2680
145771-356;Satılık Daire - Ankara / Etimesgut / Yukarıyurtçu Mah.;4275000;Satılık Daire;3 +                          1;137;6. Kat;13;Kombi (Doğalgaz);Kat Mülkiyeti;1;6;Evet;Boş;Turyap Yapracık;15.02.2026;Ankara / Etimesgut / Yukarıyurtçu Mah.;https://www.hepsiemlak.com/ankara-etimesgut-yukariyurtcu-satilik/daire/145771-356
83304-3421;Satılık Daire - Ankara / Altındağ / Aydınlıkevler Mah.;4580000;Satılık Daire;2 +                          0;95;1. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Adn Özcan Emlak;9.02.2026;Ankara / Altındağ / Aydınlıkevler Mah.;https://www.hepsiemlak.com/ankara-altindag-aydinlikevler-satilik/daire/83304-3421
16354-29044;Satılık Daire - Ankara / Yenimahalle / Pamuklar Mah.;7790000;Satılık Daire;4 +                          1;200;13. Kat;7;Kombi (Doğalgaz);Kat Mülkiyeti;1;14;Evet;Boş;Özkardeşler Emlak Gayrimenkul Danışmanlığı;6.02.2026;Ankara / Yenimahalle / Pamuklar Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-pamuklar-satilik/daire/16354-29044
16354-29030;Satılık Daire - Ankara / Keçiören / Ovacık Mah.;11500000;Satılık Daire;4 +                          1;220;7. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;25;Evet;Boş;Özkardeşler Emlak Gayrimenkul Danışmanlığı;6.02.2026;Ankara / Keçiören / Ovacık Mah.;https://www.hepsiemlak.com/ankara-kecioren-ovacik-satilik/daire/16354-29030
16354-29138;Satılık Daire - Ankara / Keçiören / Ayvalı Mah.;3665000;Satılık Daire;3 +                          1;135;En Üst Kat;25;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Özkardeşler Emlak Gayrimenkul Danışmanlığı;12.02.2026;Ankara / Keçiören / Ayvalı Mah.;https://www.hepsiemlak.com/ankara-kecioren-ayvali-satilik/daire/16354-29138
16354-29085;Satılık Daire - Ankara / Keçiören / Ovacık Mah.;11250000;Satılık Daire;4 +                          1;225;4. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;18;Evet;Boş;Özkardeşler Emlak Gayrimenkul Danışmanlığı;6.02.2026;Ankara / Keçiören / Ovacık Mah.;https://www.hepsiemlak.com/ankara-kecioren-ovacik-satilik/daire/16354-29085
154215-144;Satılık Daire - Ankara / Keçiören / Kalaba Mah.;3500000;Satılık Daire;3 +                          1;110;Yüksek Giriş;30;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Celal Yavuz Efe Gayrimenkul;13.02.2026;Ankara / Keçiören / Kalaba Mah.;https://www.hepsiemlak.com/ankara-kecioren-kalaba-satilik/daire/154215-144
35785-2969;Satılık Daire - Ankara / Keçiören / İncirli Mah.;6250000;Satılık Daire;5 +                          1;285;3. Kat;15;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Eren Efe Emlak;13.02.2026;Ankara / Keçiören / İncirli Mah.;https://www.hepsiemlak.com/ankara-kecioren-incirli-satilik/daire/35785-2969
35785-3058;Satılık Daire - Ankara / Keçiören / Karargahtepe Mah.;2750000;Satılık Daire;1 +                          1;115;Yüksek Giriş;30;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Eren Efe Emlak;13.02.2026;Ankara / Keçiören / Karargahtepe Mah.;https://www.hepsiemlak.com/ankara-kecioren-karargahtepe-satilik/daire/35785-3058
155833-1;Satılık Daire - Ankara / Sincan / Menderes Mah.;3250000;Satılık Daire;3 +                          1;115;Yüksek Giriş;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Es-as Emlak Yenikent;10.02.2026;Ankara / Sincan / Menderes Mah.;https://www.hepsiemlak.com/ankara-sincan-menderes-satilik/daire/155833-1
9144-3767;Satılık Daire - Ankara / Çankaya / Mürsel Uluç Mah.;5150000;Satılık Daire;2 +                          2;100;Yüksek Giriş;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;Mu&se Emlak;13.02.2026;Ankara / Çankaya / Mürsel Uluç Mah.;https://www.hepsiemlak.com/ankara-cankaya-mursel-uluc-satilik/daire/9144-3767
10557-2632;Satılık Daire - Ankara / Çankaya / Birlik Mah.;10900000;Satılık Daire;5 +                          1;285;3. Kat;12;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;E-maks Grup Gayrimenkul;10.02.2026;Ankara / Çankaya / Birlik Mah.;https://www.hepsiemlak.com/ankara-cankaya-birlik-satilik/daire/10557-2632
4229-5150;Satılık Daire - Ankara / Çankaya / Emek Mah.;11000000;Satılık Daire;2 +                          1;100;1. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Borsem Bahçelievler;10.02.2026;Ankara / Çankaya / Emek Mah.;https://www.hepsiemlak.com/ankara-cankaya-emek-satilik/daire/4229-5150
40002-6681;Satılık Daire - Ankara / Çankaya / Güvenevler Mah.;8400000;Satılık Daire;3 +                          1;130;2. Kat;61;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Remax Deniz;10.02.2026;Ankara / Çankaya / Güvenevler Mah.;https://www.hepsiemlak.com/ankara-cankaya-guvenevler-satilik/daire/40002-6681
56586-4425;Satılık Daire - Ankara / Keçiören / Yükseltepe Mah.;2750000;Satılık Daire;3 +                          1;115;Kot 1;5;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Cenk Deniz Emlak;10.02.2026;Ankara / Keçiören / Yükseltepe Mah.;https://www.hepsiemlak.com/ankara-kecioren-yukseltepe-satilik/daire/56586-4425
165930-5;Satılık Daire - Ankara / Çankaya / Yukarı Bahçelievler Mah.;13500000;Satılık Daire;4 +                          1;180;3. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Parabol Gayrimenkul;10.02.2026;Ankara / Çankaya / Yukarı Bahçelievler Mah.;https://www.hepsiemlak.com/ankara-cankaya-yukari-bahcelievler-satilik/daire/165930-5
137162-548;Satılık Daire - Ankara / Mamak / Zirvekent Mah.;1149000;Satılık Daire;1 +                          1;55;2. Kat;11;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Arven Gayrimenkul;7.02.2026;Ankara / Mamak / Zirvekent Mah.;https://www.hepsiemlak.com/ankara-mamak-zirvekent-satilik/daire/137162-548
3584-29241;Satılık Daire - Ankara / Çankaya / Bahçelievler Mah.;10200000;Satılık Daire;3 +                          1;160;3. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Anadolu Emlak;13.02.2026;Ankara / Çankaya / Bahçelievler Mah.;https://www.hepsiemlak.com/ankara-cankaya-bahcelievler-satilik/daire/3584-29241
118478-1047;Satılık Daire - Ankara / Yenimahalle / Emniyet Mah.;8900000;Satılık Daire;3 +                          1;150;Teras Katı;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Kuzey Emlak;13.02.2026;Ankara / Yenimahalle / Emniyet Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-emniyet-satilik/daire/118478-1047
18229-1759;Satılık Daire - Ankara / Çankaya / Tınaztepe Mah.;5000000;Satılık Daire;3 +                          1;110;3. Kat;40;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Ada Emlak;5.02.2026;Ankara / Çankaya / Tınaztepe Mah.;https://www.hepsiemlak.com/ankara-cankaya-tinaztepe-satilik/daire/18229-1759
35785-3065;Satılık Daire - Ankara / Keçiören / İncirli Mah.;3150000;Satılık Daire;3 +                          1;115;1. Kat;25;Kombi (Doğalgaz);Kat Mülkiyeti;1;2;Evet;Boş;Eren Efe Emlak;9.02.2026;Ankara / Keçiören / İncirli Mah.;https://www.hepsiemlak.com/ankara-kecioren-incirli-satilik/daire/35785-3065
97309-193;Satılık Daire - Ankara / Çankaya / Çiğdem Mah.;10500000;Satılık Daire;3 +                          1;152;Giriş Katı;11;Kombi (Doğalgaz);Kat Mülkiyeti;1;16;Evet;Boş;Alfa Pro Invest;9.02.2026;Ankara / Çankaya / Çiğdem Mah.;https://www.hepsiemlak.com/ankara-cankaya-cigdem-satilik/daire/97309-193
154759-18;Satılık Daire - Ankara / Çankaya / Naci Çakır Mah.;4400000;Satılık Daire;3 +                          1;120;Yüksek Giriş;40;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;Afc Gayrimenkul;10.02.2026;Ankara / Çankaya / Naci Çakır Mah.;https://www.hepsiemlak.com/ankara-cankaya-naci-cakir-satilik/daire/154759-18
95770-3236;Satılık Daire - Ankara / Çankaya / Yıldızevler Mah.;10500000;Satılık Daire;3 +                          1;120;3. Kat;35;Kombi (Doğalgaz);Kat Mülkiyeti;1;-;Evet;Boş;Re/max Premium;-;Ankara / Çankaya / Yıldızevler Mah.;https://www.hepsiemlak.com/ankara-cankaya-yildizevler-satilik/daire/95770-3236
95770-2939;Satılık Daire - Ankara / Çankaya / Kavaklıdere Mah.;9500000;Satılık Daire;3 +                          1;140;4. Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Re/max Premium;13.02.2026;Ankara / Çankaya / Kavaklıdere Mah.;https://www.hepsiemlak.com/ankara-cankaya-kavaklidere-satilik/daire/95770-2939
95770-3110;Satılık Daire - Ankara / Gölbaşı / Taşpınar Mah.;8500000;Satılık Daire;2 +                          0;89;21 ve üzeri;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;28;Evet;Boş;Re/max Premium;13.02.2026;Ankara / Gölbaşı / Taşpınar Mah.;https://www.hepsiemlak.com/ankara-golbasi-taspinar-satilik/daire/95770-3110
95770-3260;Satılık Daire - Ankara / Çankaya / Kazım Özalp Mah.;9500000;Satılık Daire;3 +                          1;190;1. Kat;30;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Re/max Premium;13.02.2026;Ankara / Çankaya / Kazım Özalp Mah.;https://www.hepsiemlak.com/ankara-cankaya-kazim-ozalp-satilik/daire/95770-3260
95770-3210;Satılık Daire - Ankara / Çankaya / Birlik Mah.;12300000;Satılık Daire;6 +                          1;350;3. Kat;12;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Re/max Premium;13.02.2026;Ankara / Çankaya / Birlik Mah.;https://www.hepsiemlak.com/ankara-cankaya-birlik-satilik/daire/95770-3210
95770-3311;Satılık Daire - Ankara / Çankaya / İlkbahar Mah.;15200000;Satılık Daire;3 +                          1;162;1. Kat;7;Kombi (Doğalgaz);Kat Mülkiyeti;1;13;Evet;Boş;Re/max Premium;9.02.2026;Ankara / Çankaya / İlkbahar Mah.;https://www.hepsiemlak.com/ankara-cankaya-ilkbahar-satilik/daire/95770-3311
95770-3047;Satılık Daire - Ankara / Çankaya / Yukarı Dikmen Mah.;10900000;Satılık Daire;2 +                          1;149;7. Kat;5;Kombi (Doğalgaz);Kat Mülkiyeti;1;6;Evet;Boş;Re/max Premium;9.02.2026;Ankara / Çankaya / Yukarı Dikmen Mah.;https://www.hepsiemlak.com/ankara-cankaya-yukari-dikmen-satilik/daire/95770-3047
128501-2020;Satılık Daire - Ankara / Çankaya / Aydınlar Mah.;4450000;Satılık Daire;3 +                          1;125;1. Kat;30;Kombi (Doğalgaz);Kat Mülkiyeti;1;2;Evet;Boş;Extra Doğu Gayrimenkul;10.02.2026;Ankara / Çankaya / Aydınlar Mah.;https://www.hepsiemlak.com/ankara-cankaya-aydinlar-satilik/daire/128501-2020
142174-988;Satılık Daire - Ankara / Çankaya / Akpınar Mah.;8900000;Satılık Daire;3 +                          1;130;7. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;7;Evet;Boş;Egemen Gayrimenkul;2.02.2026;Ankara / Çankaya / Akpınar Mah.;https://www.hepsiemlak.com/ankara-cankaya-akpinar-satilik/daire/142174-988
142174-1025;Satılık Daire - Ankara / Pursaklar / Saray Osmangazi Mah.;3400000;Satılık Daire;1 +                          1;45;10. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;11;Evet;Boş;Egemen Gayrimenkul;12.02.2026;Ankara / Pursaklar / Saray Osmangazi Mah.;https://www.hepsiemlak.com/ankara-pursaklar-saray-osmangazi-satilik/daire/142174-1025
142174-971;Satılık Daire - Ankara / Çankaya / Akpınar Mah.;10900000;Satılık Daire;4 +                          1;250;7. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;7;Evet;Boş;Egemen Gayrimenkul;12.02.2026;Ankara / Çankaya / Akpınar Mah.;https://www.hepsiemlak.com/ankara-cankaya-akpinar-satilik/daire/142174-971
144904-21;Satılık Daire - Ankara / Çankaya / Kazım Özalp Mah.;8500000;Satılık Daire;1 +                          1;60;1. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Flap Nest;9.02.2026;Ankara / Çankaya / Kazım Özalp Mah.;https://www.hepsiemlak.com/ankara-cankaya-kazim-ozalp-satilik/daire/144904-21
165256-75;Satılık Daire - Ankara / Altındağ / Başpınar Mah.;4200000;Satılık Daire;3 +                          1;140;3. Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Neziroğlu Emlak;1.02.2026;Ankara / Altındağ / Başpınar Mah.;https://www.hepsiemlak.com/ankara-altindag-baspinar-satilik/daire/165256-75
88358-1297;Satılık Daire - Ankara / Keçiören / Adnan Menderes Mah.;6450000;Satılık Daire;4 +                          1;195;3. Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;-;5.02.2026;Ankara / Keçiören / Adnan Menderes Mah.;https://www.hepsiemlak.com/ankara-kecioren-adnan-menderes-satilik/daire/88358-1297
24453-6703;Satılık Daire - Ankara / Çankaya / Harbiye Mah.;4950000;Satılık Daire;3 +                          1;115;Bahçe Katı;31;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Taçpar Emlak;15.02.2026;Ankara / Çankaya / Harbiye Mah.;https://www.hepsiemlak.com/ankara-cankaya-harbiye-satilik/daire/24453-6703
24453-6736;Satılık Daire - Ankara / Çankaya / Harbiye Mah.;7490000;Satılık Daire;3 +                          1;125;1. Kat;26;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Taçpar Emlak;15.02.2026;Ankara / Çankaya / Harbiye Mah.;https://www.hepsiemlak.com/ankara-cankaya-harbiye-satilik/daire/24453-6736
67369-4721;Satılık Daire - Ankara / Çubuk / Yavuzselim Mah.;3150000;Satılık Daire;3 +                          1;150;Yüksek Giriş;5;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;İmir Emlak;15.02.2026;Ankara / Çubuk / Yavuzselim Mah.;https://www.hepsiemlak.com/ankara-cubuk-yavuzselim-satilik/daire/67369-4721
67369-4766;Satılık Daire - Ankara / Pursaklar / Mimar Sinan Mah.;7500000;Satılık Daire;4 +                          1;190;1. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;7;Evet;Boş;İmir Emlak;15.02.2026;Ankara / Pursaklar / Mimar Sinan Mah.;https://www.hepsiemlak.com/ankara-pursaklar-mimar-sinan-satilik/daire/67369-4766
156737-1;Satılık Villa - Ankara / Etimesgut / Yeni Bağlıca Mah.;14600000;Satılık Villa;5 +                          2;475;;10;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;-;15.02.2026;Ankara / Etimesgut / Yeni Bağlıca Mah.;https://www.hepsiemlak.com/ankara-etimesgut-yeni-baglica-satilik/villa/156737-1
20953-3969;Satılık Daire - Ankara / Çankaya / İleri Mah.;6950000;Satılık Daire;3 +                          1;120;1. Kat;10;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Turan Emlak;15.02.2026;Ankara / Çankaya / İleri Mah.;https://www.hepsiemlak.com/ankara-cankaya-ileri-satilik/daire/20953-3969
